rank,image_id,file_name,split,total_tooth_count,n_duplicate_codes,duplicate_codes,n_missing_codes,missing_codes,n_position_violations,n_wrong_quadrant_both_axes,likely_global_framing,position_violation_detail,anomaly_score,primary_reason,reason_breakdown
255,train_quadrant_enumeration_disease_703,train_344.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
256,train_quadrant_enumeration_disease_104,train_328.png,train_quadrant_enumeration_disease,3,0,-,29,"12, 13, 14, 15, 16, 17, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
257,train_quadrant_enumeration_disease_617,train_449.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
258,train_quadrant_enumeration_disease_615,train_553.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 37, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
259,train_quadrant_enumeration_disease_414,train_74.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 35, 36, 37, 38, 41, 42, 43, 44, 45, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
260,train_quadrant_enumeration_disease_537,train_126.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
261,train_quadrant_enumeration_disease_538,train_432.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
262,train_quadrant_enumeration_disease_541,train_443.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 35, 36, 37, 38, 41, 42, 43, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
263,train_quadrant_enumeration_disease_527,train_554.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
264,train_quadrant_enumeration_disease_51,train_311.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
265,train_quadrant_enumeration_disease_508,train_91.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
266,train_quadrant_enumeration_disease_507,train_28.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
267,train_quadrant_enumeration_disease_553,train_184.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
268,train_quadrant_enumeration_disease_559,train_598.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
269,train_quadrant_enumeration_disease_491,train_352.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
270,train_quadrant_enumeration_disease_486,train_96.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
271,train_quadrant_enumeration_disease_482,train_448.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
272,train_quadrant_enumeration_disease_480,train_414.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 26, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
273,train_quadrant_enumeration_disease_479,train_425.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
274,train_quadrant_enumeration_disease_572,train_47.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
275,train_quadrant_enumeration_disease_474,train_375.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
276,train_quadrant_enumeration_disease_469,train_226.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
277,train_quadrant_enumeration_disease_577,train_131.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
278,train_quadrant_enumeration_disease_465,train_76.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
279,train_quadrant_enumeration_disease_584,train_684.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
280,train_quadrant_enumeration_disease_594,train_537.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 14, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
281,train_quadrant_enumeration_disease_599,train_278.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 27, 28, 31, 32, 33, 34, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
282,train_quadrant_enumeration_disease_445,train_594.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
283,train_quadrant_enumeration_disease_438,train_552.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
284,train_quadrant_enumeration_disease_433,train_50.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
285,train_quadrant_enumeration_disease_432,train_382.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
286,train_quadrant_enumeration_disease_427,train_597.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
287,train_quadrant_enumeration_disease_611,train_508.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 46, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
288,train_quadrant_enumeration_disease_416,train_660.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
289,train_quadrant_enumeration_disease_72,train_630.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
290,train_quadrant_enumeration_disease_53,train_225.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
291,train_quadrant_enumeration_disease_92,train_108.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
292,validation_triple_46,val_11.png,validation_triple,3,0,-,29,"13, 14, 15, 16, 17, 18, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
293,train_quadrant_enumeration_disease_320,train_376.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
294,validation_triple_27,val_49.png,validation_triple,3,0,-,29,"11, 12, 13, 14, 17, 18, 21, 22, 23, 24, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
295,train_quadrant_enumeration_disease_286,train_421.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
296,train_quadrant_enumeration_disease_87,train_687.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
297,train_quadrant_enumeration_disease_319,train_648.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
298,train_quadrant_enumeration_disease_81,train_518.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
299,train_quadrant_enumeration_disease_331,train_40.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
300,train_quadrant_enumeration_disease_305,train_576.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 17, 18, 21, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
301,validation_triple_45,val_35.png,validation_triple,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
302,train_quadrant_enumeration_disease_361,train_253.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
303,train_quadrant_enumeration_disease_278,train_373.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
304,train_quadrant_enumeration_disease_357,train_476.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
305,validation_triple_50,val_0.png,validation_triple,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
306,train_quadrant_enumeration_disease_276,train_88.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
307,train_quadrant_enumeration_disease_300,train_584.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
308,validation_triple_47,val_12.png,validation_triple,3,0,-,29,"11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
309,train_quadrant_enumeration_disease_296,train_703.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
310,validation_triple_48,val_7.png,validation_triple,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
311,train_quadrant_enumeration_disease_294,train_286.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 36, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
312,train_quadrant_enumeration_disease_340,train_133.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
313,train_quadrant_enumeration_disease_298,train_304.png,train_quadrant_enumeration_disease,3,0,-,29,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.45,sparse_annotation,"missing_codes(+1.45), sparse_annotation(+5.0)"
314,train_quadrant_enumeration_disease_604,train_354.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
315,train_quadrant_enumeration_disease_417,train_526.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 17, 18, 21, 22, 23, 24, 26, 27, 28, 31, 32, 33, 34, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
316,validation_triple_26,val_8.png,validation_triple,4,0,-,28,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
317,train_quadrant_enumeration_disease_429,train_215.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 48",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
318,train_quadrant_enumeration_disease_636,train_667.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
319,train_quadrant_enumeration_disease_431,train_403.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 36, 38, 41, 42, 43, 44, 46, 48",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
320,train_quadrant_enumeration_disease_644,train_601.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 26, 28, 31, 32, 33, 34, 35, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
321,train_quadrant_enumeration_disease_602,train_633.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
322,train_quadrant_enumeration_disease_94,train_309.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
323,validation_triple_23,val_6.png,validation_triple,4,0,-,28,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
324,train_quadrant_enumeration_disease_102,train_223.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
325,train_quadrant_enumeration_disease_612,train_522.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
326,train_quadrant_enumeration_disease_10,train_31.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
327,train_quadrant_enumeration_disease_360,train_248.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 46, 47, 48",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
328,train_quadrant_enumeration_disease_126,train_466.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
329,train_quadrant_enumeration_disease_620,train_222.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
330,train_quadrant_enumeration_disease_413,train_626.png,train_quadrant_enumeration_disease,4,0,-,28,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.4,sparse_annotation,"missing_codes(+1.40), sparse_annotation(+5.0)"
